text,date,
 انا سبق وسويت موضوع خاص فيني لاكن هذا لا يحرك ساكنآ محد من المدراء يهمه الموضوع اهم شي يعيش حياته,11-2008,
 حسبي الله عليهم من اجانب ياكلون خير بلدنا ويسبونا ويكيلون الحقد والكراهيه لنا مع انهم في بلدهم مايسوون ولاقرش قسم بالله احترق دمي وانا أقرأ مواقفكم كنهم يكدون علينا؟ بس دواهم اي اجنبي يسوي شي يقوم السعودي ويمسح بخشته البلاط على الاقل كرامة الواحد هي راس ماله بصراحه مالهم حشيمه اذا قلوا ادبهم معاناتي كالتالي/ رحت لمدارس نجد اللي عند الشيراتون طالبيني اسوي مقابله يوم دخلت لقيت كلللللللهم لبنانيات قسم بالله احسبني مضيعه الدرب وواصله لبنان قلت عسى ماشر واكتشفت أن المدرسه للحريري مناصفه مع احد امراءنا  ومافيها غير المساعده سعوديه بناءً على توجيهات عليا بان المساعده لابدتكون سعوديه وحطوها شكلياً والفك والربط بايدي اللبنانيات وطلعت بدون ماكمل المقابله لاني شفت نظرات وهمسات بالكلام كرهت القعده  فيها ثواني ... شلون بتوظف سنه كامله !!  ثم شاء ربي وقدر اشتغل في مدرسه اهليه ب1300 ريال  كلهم اجنبيات بس المديره سعوديه من وزارة التعليم كان عددنا 2 سعوديات مقابل 20 اجنبيه مصريات كلهم لان المساعده كانت مصريه وبدأت بكرفنا وانتقادنا اللاذع علما اننا جدد وتبدا في التذمر والشكوى على اشياء تافههتوصلها للمديره السعوديه اللي تدربي راسها ماتدري وين ربي حاطها ثم ماندري الا مناديتنا المديره ومعطيتنا دش كلام على روسنا وتهزيء قسم بالله تعبي  راسها علينا هالمصريه باشياء ماسويناها المهم خويتي تركت عقب سنه  وانا قعدت على كبودهم 7 سنوات واخذت فيها شهادات شكر وتميز من مكتب الاشراف التربوي على جهودي + احباط نفسي وعصبي من المصريه <<< حطمت الرقم القياسي المهم يجي يوم وتفتح المساعده صوتها قدام الموجهه الاداريه تسب على شي تافه قسم بالله ماينحكى عاد اختكم اللي هي انا حامت كبدي من كثر ماتسوي فينا وتفتح صوتها بغرفتها والموجهه بغرفة المديره تسمعها واوقف بوجهها لاول مره وافتح صوتي عليها وتركض المديره تهجد الوضع واطلع من الغرفه عقب ماعطيتها هالمصريه كم كلمه في جنبها خلتها ماتسوى قرش ومن عقبها بيوم اتصلت انا على المشرفه الاداريه اقولها برفع فيها وانتي الشاهده في المحضر وسمعتيها بنفسك الا تقولي ماله داعي يابنت الحلال كلام وراح ... طبعا هي خافت انها تستدعى في محضر او غيره هالموجهه الاداريه قفلت على الموضوع واخر السنه طلبت اخلاء طرف والمديره تقنعني اقعد وانا رفضت اخر شي عطتني تقييم جيد جدا مع ان تقييمي مع المشرفه امتياز شوفوا النذاله بس والمصريه جاها يومها سبحان الله ربي يمهل ولايهمل وطردت نهائي من المدرسه وقعدت في بيتها على كلام الاخوات صارت لها مصيبه مع  معلمه سعوديه شكتها وسوو محضر ومن عقبها طردت تستاهل والله الظلم شين وانا حلفت يمين مااشتغل مدرسه اهليه لو اموت من عقب ضغط الاعصاب اللي جاني والله لولا الحاجه ماصبرت 7 سنوات اجاهد الله لايحللها ولايبيحها في سواياها معنا ويارب يجي اليوم اللي مانشوف رقعة وجه اجنبي في ديرتنا هذا غيض من فيض مما نواجه,11-2008,
 اخوي العزيز : الظاهر ان الكل يعاني من هذه المشكلة تروح الشركات الكبرى وتلقاها مليانة بالاجانب من المدير وحتى البواب انا احد الذين عانوا من هذا السرطان الله يجيرنا 1- كتب لي وظيف في شركة خاصة بالاستشارات مديرها سعودي ما حد يشوفه والمدير التنفيذي ارتيري ليه ماداري والمشرف علي سوري المهم بسهوله تم التطفيش وتأخير الراتب عشان اخوه قرب يتخرج من الجامعة ويبي يفظي المكان جاتني اخبار من موظف محترم اجنبي بالغلط قالها ترى اخو فلان جاي خلص جامعة ....... وطلعت ..... 2- اجريت مقابلة شخصية في شركة مالية معروفه ولم اكن اصدق انهم استدعوني لها فتصوروا مدير الموارد البشرية بدون تحديد جنسية اجني والمدير المالي كذلك اللي قابل معي وقال انت مبدع في مجال تخصصك ولكن ينقصك بعض اللغة الانجليزية مهمه لكن يوجد مفاضلة وبنتصل عليك الامر اني اعرف واحد توه جاي اجنبي ونفس تخصصي ومتخرج بنفس سنة تخرجي الصدفه عرفتني عليه في معهد ادرس فيه الان انجليزي ...الصدمة اني سألته وين شغال ..... الطامة الكبرى نفس المسمى الوظيفي الذي عرض علي ونفس الشركة .... والسبب ماادري الظاهر انه عشان الجنسية نفس جنسية مدير الموارد البشرية للاسف ..... مازلت قابعا في عزبتي ابحث عن وظيفتي ....3- بنك سعودي بدون ذكر اسم اجريت معاهم مقابله الحمدلله اغلب اللي تقابلوا معي سعوديين وواحد اجنبي غربي والحمدلله تمكنت من التحدث معه بالانجليزي بالعافية وقال قود لك بس لليوم ماحد اتصل سألت وين بأتوظف قال سعودي انسي الادارة المالية؟؟؟؟؟ قلت ليه قال كلها خبرات ( اجانب) بس بنوظفك في ...... كل البعد عن التخصص الذي تعبت وعانت للحصول عليه ............... وما اقول إلا اقل شيء يتصلوا ويقول توظفت ما مهم التخصص ملحقين عليه انشاء الله,11-2008,
 الله المستعان,11-2008,
 التوظيف والعمل حسب الكفاءة ...واحنا مسلمين غلط نفكر بطريقة سعودي وأجنبي ، روحو شوفو الغرب كيف عندهم ما يفرقون بين المواطن والغريب كلهم عندهم محترمين....مع احترامي,11-2008,
 مفصوووووووووول  مرتين  والسبب  الاجانب اولا واخيرا لدرجه فكرت في الاجرام  حسبي الله ونعم الوكيل  والمصيبه  ان  السعودي  معه  علي    مشكلتنا  منا  وفينا,11-2008,
 ورد  الريحان   ليتهم رقدو,11-2008,
 ورد الريحان...اللي تتكلمون عنهم يعرفون يشتغلون صح...ناس عندها ولاء للمؤسسات والشركات اللي يشتغلون فيها...مو ولائهم لنفسهم و بس,11-2008,
 اقتباس:المشاركة الأصلية كتبت بواسطة moh_hu طب ليش أليس السعودية بلد مسلم وكل المسلمين فيها متساوننعم كلنا مسلمين بس ليش تترك بلدك  وتجي تشتغل هنا ....   ليه بلدك مافية وظائف تناسب مؤهلاتك,11-2008,
" مشكور على الموضوع الرائع ,,, وهاذه مشاركه اتمنى تعجبكم.. كنت ادرس دبلوم خاص(على حسابي حتى الكليات ماقبلتنا ) بعد الثانويه ومن الحريصين والي يهتمون المدرسين طبعا كلهم اجانب وبحكم جيتي وكم طالب مايشرحون لان الباقي الله يسلمهم اخذين الشهاده بفلوس المهم كان صاحبي الي اطلع معه واجي اغلب وقتي من نوعيتهم الي يخششون المراد حصله موقف مع مدرس منهم ومن الزنمات فحط الطالب براسه (انا وش دخلني) رسبني معه او مره تصير بدراستي كلها اني اعيد اخبار ومن موقف زي كذا ماقول الا حسبي الله ونعم الوكيل عليه ورجعت وكلمت مدير شؤن الموضفين والمدرسين التانين ابيهم يقولون له اي شي اثاريه ماطالع ورقتي من مزاجه رسبني مابي اطول هاذا الي صار ولكم الشكر على القراءه,,",11-2008,
 اقتباس:المشاركة الأصلية كتبت بواسطة محسن الهواريورد الريحان...اللي تتكلمون عنهم يعرفون يشتغلون صح...ناس عندها ولاء للمؤسسات والشركات اللي يشتغلون فيها...مو ولائهم لنفسهم و بسأحترم رأيك ، فعلا الناس تختلف وهذا موجود في كل الشعوب ، وشكرا اقتباس:المشاركة الأصلية كتبت بواسطة منتالب نعم كلنا مسلمين بس ليش تترك بلدك  وتجي تشتغل هنا ....   ليه بلدك مافية وظائف تناسب مؤهلاتكأخي هذه طبيعة الحياة ، الناس بتهاجر حتى تحسن معيشتها وأرض الله واسعة ، وشكرا,11-2008,
 اخواني واخواتي قرأت ما كتب بتمعن وقد استغربت ان هذا ما يخرج من قلوب المسلمين الذين قال عنهم اصدق البشر عليه الصلاة والسلام (( لو أنكم تتوكلون على الله حق توكله لرزقكم كما يرزق الطير تغدوا خماصاً وتعود بطاناً )) اعلموا اخواني ان الرزق بيد الله سبحانه وتعالي وان الامة لو اجتمعت على ان يضروكم لن يضروكم الا بشيء قد كتبه الله لكم رفعت الأقلام وجفت الصحف علمت أن رزقي لن يأخذه غيري فاطمئن قلبي ما طرح من قبلكم من مشاكل مع الاجانب ما هي الا مشاكل عمل ولكن قدر الله ان تصدر معكم من قبل اجانب الذين هم رؤساء عمل  الدولة بارك الله فيها تسعى حثيثاً لمنح فرص التعليم والتدريب لأبنائها ولكن ليس كل بني وطني قادراً على ان يلبي حاجاته واقرب مثل على ذلك نظام التدريس قبل 15 عاماً حيث كان ذوي الاختصاص هم من يعلمون بغض النظر عن الجنسية وكيف حال التدريس الان بعد ان اصبح شرط الوظائف التعليمية للسعودي فقط بغض النظر عن كفائته ومؤهله العلمي  اخواني هل تعلمون انه أثناء اختبار أحد الاخوة المدرسين  في وزارة المعارف حصل على درجة عالية في امتحان التخصص ولم ينجح في مقابلة الشريعة الاسلامية فقط لأنه يدخن حيث سألنه  مقدم الاختبار ( وهو من الاخوة الملتزمين ) هل تدخن فقال له نعم ولكن بالبيت فقط فعلمت بعد ذلك انه سبب الرفض له في ضمه معنا بالتدريس مع انه والله علي شهيد لم اره يتأخر عن صلاة الفجر بالجماعة هل  حكم الاخ عليه بقطع الرزق بسبب التدخين جائز ؟ هل استطيع من خلال ذلك الحكم على كل الملتزمين ؟ مع العلم انني ولله الحمد ملتزم اخواني هذه كلها امور تحصل للجميع من قبل الجميع وبالنهاية الرزق بيد الله سبحانه وتعالي ولو اطلعتم الغيب لاخترتم الواقع  اريد انا اعقب ايضاً على الاخ الذي طلب من الاخ الاردني أن يعمل ببلده أنا معك اخي ولكن ما حال الحكومات الظالمة بالدول العربية التي تنتهك حقوق المرأة والمسلم بدعوى التحرر والعولمة  ومابال اخواننا في فلسطين أين يذهبون ولمن يلتجؤون بعد الله ألسنا اولى بحمل جراحهم معهم ومساعدتهم على تحمل فاجعتهم أنا معكم اخواني أن الرزق مهم جدا للانسان ليعيش ولكن اعلموا اخواني ان الحسد والحقد من أهم أسباب قطع الرزق على الانسان  اعتذر لكم عن الاطالة ولكن غيرتي عليكم وحبي لكم هو ما دفعني لتذكيركم بهذه الامور التي انتم اعلم مني بها ولكن الحاجة هي التي دعتكم لهذا السلوك  وفي الختام اردد (( دعوها فانها منتنة )) (( اللهم لا عيش الا الآخرة فاغفر للأنصار والمهاجرة ))  سبحانك اللهم وبحمدك اشهد ان لا اله الا انت استغفرك واتوب اليك,11-2008,
 لاحول ولاقوة الا بالله,11-2008,
 حتى أنا كنت أشتغل معلمة بروضة أطفال تابعه لوزارة العمل والشؤون الإجتماعيهبنظام التعاقد وكانت مديرتنا سعوديه تنحط على الجرح يبرى أخلاق وطيبه وتعاونلدرجة أنها سمحت لنا بيومين غياب من كل شهر بدون خصم وكان الإتفاق بيننا فقطدون علم الإداره مراعاة لظروف الموظفات المتزوجات اللي ولدها يمرض واللي هيتكون تعبانه ومرهقه ومحد كان يغيب إحترامآ وتقديرآ لتعاونها الشديد معنا .إلى أن جاء يوم من الأيام دخلت علينا تريللا قصدي وحده فلسطينية كبر الباب خخخخسلمت وقالت وين غرفة المديره عبالنا أنها أم حد من الأطفال قالت أنا مديرتكمالجديدة !!!!! أنا طق فيني عرق منها وقعدت أسولف معها أبي أعرف شلون صارتمديره مع أنها أجنبيه كنت ناويه على نية على قولة أحلام لوزارة العمل الا أني أكتشفتأنها فلسطينيه تزوجت خروف سعودي وحصلت على الجنسيه ومن أول يوم جاتنا فيهجابت وياها ورقه فيها تعليماتها الجديده لا وتقول أنا مآدريت أني صرت مديره الا قبل شوي نست أنها جايبه ورقة مكتوب فيها تعليمات وتحذيرات من ثلاث صفحات مطبوعهبالكمبيوتر وهي تقول داريه ؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟ثاني يوم داومت فيه فصلت 3 ههههههههههههههههههههههههههههههه وزارة أبوهاوشغاله إهانه بالموظفات والبنات صابرات أنا بصراحه مآتحملت وتهاوشت معها وشرشحتها وشرشحت أهلها والفلسطن كلهم حتى ياسر عرفات بقبره ههههههههههوبردت قلبي فيها وطلعت الا هي متصله علي تبيني أرجع للروضه وما رضيت وقالتلي تعالي أعطيك شهادة شكر عن فترة عملك تبي تغريني للرجعه لكن هيهات أخليفلسطينيه ولا أي أجنبيه ثانيه تكون مسؤولتي رحت لها خذيت شهادة الشكر والحينصارلي سنه وأنا قاعده بالبيت بس والله ياهي حاقده بنت الكـــلب وتفصل وتوظف على مزاجها وكل موظفه تجي تكون على معرفه سابقه بالمديره وبينهم ميانه غير الإهاناتوالأوامر اللي مالها سنع والتهديد والوعيد للي يخالف كلامها واللي يقهر أني كنتأشوف البنات السعوديات ينهانون ويسكتون ويوم أقول لهم ليش تسكتون ردوا عليهايقولون حنا ورانا أهل وعيال نصرف عليهم أنتي مرتاحه منتي شايله الا هم نفسك .وما أقول الا حسبي الله ونعم الوكيل على وزارة الفقر والله يوريني فيك يوم يالقصيبيأنت وأشكالك .وأحب أشكر الأخ سعودي وسط أجانب على الموضوع الأكثر من رائع .,11-2008,
 جبتوها على الوتر الحساسبحكي لكم وانتم احكموا بعد طول عناء وتعب وطراره وظيفه توظفة ورحت وكان المقابله مع المدير شخصياً طبعاً يكلمني من راس انفه يعني كاني اطره قلنا يالله متكرم علينا وموظفنا كنت موظفه في قسم نسائي وطبعاً كان مطلوب مني اي شي يصير انقله للاداره لاني انا مشرفه على الاجانب والسعوديات الموظفات في قسمي مالكم بالطويله القسم ممنوع فيه اي جوال كاميرا وانا غيرة جوالي لهاذا السبب اكتشفت ان الفلبينيه الشاطره عندها جهاز كاميرا فنبهة عليها انها تغيره لاني ما اتحمل مسؤليتها قدام الاداره اخذة مني موقف وعلى اقل سبب راحت سوت مشكله مع المدير وقالت اني انا اتهمها واني اسبب لها مشاكل وطبعا ما كان منه غير انه قال لي دجي وانقلعي الاجنبيه اهم منك وللعلم اني كنت متحمله شي لا يحتمل وعلى راتب قليل جداً ودوام 10 ساعات وكان الضغط عليه من كل مكان اني اترك القسم النسائي واطلع وظيفه اختلاط في نفس المكان  وانا ارفض نسيت اقول لكم شي ترى هوه اخذ السالفه منها ومن صحباتها الاجانب الموجودات في القسم ولا اخذ شهاده من سعوديه ولا حتى سمع مني المشكله عندنا ان اصحاب العمل اغلبهم يشوفون اننا احنا السعودين مو قد الثقه اننا مدلعين مع اننا نتحمل ونستأمن وما نخون الامانهاتمنى كل واحد يدخل بعدي يعطيني رايه,11-2008,
 أنا فني في شركة ( ؟؟؟؟ ) وتعييني منذ عام 6 - 3 - 2004 فني حاسب آليومديري البماشر فلسطيني الجنسية الله يمسحه من الارض ومنذ تاريخ تعيين الموضح أمامكم لم يزيد راتبي ولا ريال وراتبي 3480 ريال وانا أستحق أكثر من 5000 ريال لانني فني صيانه واشتغلت بمشاريع بوازة العدل بمناطق المملكة وامانة مدينة الرياض والمستشفيات الحكومية بجميع مناطق المملكة ولما آتي إليه بزيادة راتبي يقول لي أنا اطبق نظام المؤسسة رغم أنها أتيحت خمسة زيادات شملت جميع الموظفين وتم أستبعادي منها لانني سعودي  وحولوني لمدير سوداني الجنسية الله يزلزل أقدامة إنشاء الله يقوم بسحب جميع الكولات مني وإعطائها فنيين سودانيين من جلدته ويكون هناك مشادات بالكلام بيني وبينه لانني كنت أسكت ولا أتكلم حتى صبري نفذ منهم ومن تاريخ 12 - 10 - 2008 لم أنفذ ولا عمل وأنا بالبيت أقوم الساعه 8 أذهب للشركة أوقع وارجع للبيت أنام  أرجوا منكم المساعده معي والله كل سنه أقول السنة الجاية بتزوج والله لي 3 سنين أعزم وآخر شي أكنسل بسبب الوظيفه .,11-2008,
 انا تجيني هواجيس والله ودي انتحر وفتك من الدنيا وبلويها سعودي يشوف الذل عند الاجانب  راتب الجنبي الضعاف راتب السعودي والله ياشباب انا راسل ايميل للا ستاذ ماجد السحيمي كاتب صحفي في جريدة اليوموهذ ايميله الي عنده معلومات يرسله والله مارح يقصر.   majid_alsuhaimi@hotmail.com  هذه الرساله الموجه منيالسلام عليكم ورحمة الله وبركاته....أما بعدالأستاذ\ماجد السحيمي أنا من اشد المعجبين بي ساعدتكم وبمقالتك وأريد منك خدمه بما انك كاتب في جريدتنا الغراء اليومفأنا أريد منك أن تكتب موضوع عن الوظائف في القطاع الخاص وخاصة  في رجال الأمن فتخيل شاب في عمر 31 يريد الزواج وراتبه 1800 ريال 2000 ريال  فهل يوجد أب يزوج بنته لشابراتبه 2000 ريال؟ في عصراً هذا أين ألسعوده برأيك! وتبي تضحك  الجانب رواتبهم أحسن منا ومعاملتهم في القطاع الخاص افضل  تدري ليه  راتبه في دولتنا العز يزه 900 الريال حوله عمله هندية شوف كم تطلع ولا أزيدك من الطين بله ساكن بلاش ومأكل بلاش وراتبه كله يروح ديرته  وين ألسعوده؟تخيل مصري راتبه 27000  ويذم السعوديين  تدري ليه لان كفيله السعودي  هههههههوالله انا تجيني هواجيس  شي يقولي روح انتحر أحسن لك ؟ فما رأيك عطني الحل! والله هذا الي دمر الشباب وقادهم الى الفكر الضال                                               ودمت سالماً ووفقك الله لم يحب ويرضا  وهنا ردهوعليكم السلام ورحمة الله  أشكرك اخوي على هذا الكلام الطيب وبإذن الله اني بكتب عن موضوعك هذا بعد ما أجمع بعض المعلومات عنه  الله يوفقك ويسهل عليك أخوك ماجد,12-2008,
" فكرة الموضوع راااائعه جدا .. ولكن اتمنى من كل المشاركين ان يركزوا في ذكر احداث بكل صدق وامانه وان يذكروا اسم الشركه او المنشأه التي حدثت فيها القصه واسماء الاجانب وكما يقال في العاميه "" كثر الدق يفك اللحام "" يعطيك العافيه اخي سعودي و كل عام وانت الى الله اقرب",12-2008,
 بالتوفيق للجميع,12-2008,
 السلام عليكم ورحمة الله وبركاتة  اغلب الاجانب يعملون في مهن غير المدونه في رجصة العمل وهذا يخالف النظام وخصوصاً المهن المسعودة المادة الثالثة :    العمل حق للمواطن ، لا يجوز لغيره ممارسته إلا بعد توافر الشروط المنصوص عليها في هذا النظام ، والمواطنون متساوون في حق العمل 0اهم الشروط المشار اليها في الماده السابقه هي حصول الاجنبي على رحصة مزاولة مهنه واللتي تمثل في رخصة العمل او بطاقة العمل ولاكن للاسف تجد مهنة عامل يعمل في مهنة مسعودة حتى عند نقل كفالة اجنبي للعمل في مهنة مسعودة تغير المهنة لعامل لتمكنهم من نقل الكفاله ومن ثم يعمل في مهنه مسعودة بالتخايل على النظام اللي للاسف ما فيه رجال من مكاتب العمل تتابع وتشوف المهازل حق المواطن يخذه الاجنبيالمادة الرابعة : يجب على صاحب العمل والعامل عند تطبيق أحكام هذا النظام الإلتزام بمقتضيات أحكام الشريعة الإسلامية0المادة الثانية عشرة : يجب على  صاحب العمل والعامل معرفة أحكام نظام العمل بجميع محتوياته ليكون كل منهما على بينة من أمره وعالماً بما له وما عليه 0 وعلى صاحب العمل الذي يشغّل عشرة عمال فأكثر أن يقدم للوزارة خلال سنة من تاريخ سريان هذا النظام أو تاريخ بلوغ النصاب- لائحة لتنظيم العمل تتضمن الأحكام الداخلية للعمل ، ويجب أن تكون هذه اللائحة شاملة لقواعد تنظيم العمل وما يتصل به من أحكام ، بما في ذلك الأحكام المتعلقة بالميزات  والأحكام  الخاصة بالمخالفات والجزاءات التأديبية بما لايتعارض مع أحكام هذا النظام0المادة السادسة والعشرون : 1- على جميع المنشآت في مختلف أنشطتها ، وأياً كان عدد العاملين فيها ، العمل على إستقطاب السعوديين وتوظيفهم ، وتوفير وسائل إستمرارهم في العمل ، وإتاحة الفرصة المناسبة لهم لإثبات صلاحيتهم للعمل ، عن طريق توجيههم وتدريبهم وتأهيلهم للأعمال الموكولة إليهم 0   2-  يجب الاّ تقل  نسب العمال السعوديين الذين  يستخدمهم  صاحب  العمل  عن      75 0/0 من مجموع عماله 0 وللوزير في حالة عدم توافر الكفايات الفنية أو  المؤهلات الدراسية ، أو تعذر إشغال الوظائف بالمواطنين أن يخفض هذه النسبة مؤقتأ0 المادة الثلاثون:      لا يجوز لأي شخص طبيعي أو اعتباري أن يمارس نشاط توظيف السعوديين أو نشاط إستقدام العمال مالم يكن مرخصاً له بذلك من الوزارة 0  وتحدد اللائحة مهمات كل من هذين النشاطين ، وشروط منح الترخيص لكل منهما وتجديده ، والواجبات والمحظورات ، وقواعد عدم تجديد الترخيص أوإلغائه ، والآثار المترتبة على ذلك ، وغير ذلك مما يكون ضرورياً من الشروط والضوابط لضمان حسن سير العمل  0المادة الثالثة والثلاثون:  لا يجوز لغير السعودي أن يمارس عملاً ، ولا يجوز أن يسمح له بمزاولته ، إلا بعد الحصول على رخصة عمل من الوزارة وفق النموذج الذي تعده لهذا الغرض ، ويشترط لمنح الرخصة ما يأتي:-1-   أن يكون العامل قد دخل البلاد بطريقة مشروعة ومصرحاً له بالعمل 02- أن يكون من ذوي الكفايات المهنية أو المؤهلات الدراسية التي تحتاج إليها البلاد، ولا يوجد من أبناء من يحملها أو كان العدد الموجود منهم لا يفي بالحاجة ، أو يكون من فئة العمال العاديين التي تحتاج إليها البلاد03-   أن يكون متعاقداً مع صاحب عمل وتحت مسؤوليته 0ويقصد بكلمة ( العمل ) في هذه المادة كل عمل صناعي أو تجاري أو زراعي أو مالي أو غيره وأي خدمة بما في ذلك الخدمة المنزليةالمادة الرابعة والثلاثون :  لا يغني عن رخصة العمل المشار إليها أي تصريح أو ترخيص يكون مطلوباً من جهة أخرى لممارسة العمل أو المهنةالمادة الخامسة والثلاثون : يجب التأكد قبل تجديد رخصة العمل من أنه ليس بين طالبي العمل من السعوديين من تتوافر لديه الشروط المطلوبة ويرغب في القيام بالعمل نفسه 0المادة الثامنة والثلاثون :   لا يجوز لصاحب العمل  توظيف العامل  في مهنة  غير المهنة  المدونة في رخصة عمله ،  ويحظرعلى العامل الإشتغال  في غير مهنته  قبل  إتخاذ  الإجراءات النظامية لتغيير المهنة 0 المادة التاسعة والثلاثون :1- لا يجوز – بغير إتباع القواعد و الإجراءات النظامية المقررة – أن يترك صاحب العمل عامله يعمل لدى غيره ، و لا يجوز للعامل أن يعمل لدى صاحب عمل آخر ، كما لا يجوز لصاحب العمل توظيف عامل غيره 02- لا يجوز لصاحب العمل أن يترك عامله يعمل لحسابه الخاص، كما لا يجوز للعامل أن يعمل لحسابه الخاص0المادة الثانية والأربعون :  على كل صاحب عمل إعداد عماله السعوديين ، وتحسين مستواهم في الأعمال الفنية والإدارية والمهنية وغيرها ، بهدف إحلالهم تدريجياً في الأعمال التي يقوم بها غير السعوديين 0 وعليه أن يعد سجلاً يقيد فيه أسماء العمال السعوديين الذين أحلهم محل غير السعوديين بحسب الشروط والقواعد التي تحددها اللائحة 0ماسبق اهم المواد في النظام اللتي تدعم السعودي وللتي اغلب الشركات مخالفة فيهاويجب على كل من يجد مخالفات للسعودة إن يتقدم بخطاب لمكتب العمل قسم التفتيش وطلب تفتيش مفاجئ مع ان المفروض انهم يفتشوا من غير خطاب بس الله يعيننا لازم نشتغل لهم اشوي اذا شفت احد ياخذ حقك لا تسكت الرجى اخذ الموضوع بهتمام هذا واجب وطني لمصلحتنا ومصلحة الوطن http://www.mol.gov.sa/mol_site/Asp_p.../complaint.aspموقع وزارة العمل للشكاوى تصل الشكاوى مباشر للموظف,12-2008,
 https://www.btalah.com/t77675.html,12-2008,
 هالموضوع جاء في وقته--------------انا بموت من القهر---------معاي وحده في المكتب(سودانيه)--حاطه حيلهافيني----لسانها طويل وانسانه مو محترمه ابداً----وكم مره اجيب اشياء وماعاد القاها --انا اشك انها هي الي تاخذها--مافيه غيرها----ومره لقت سندات برا المكتب--جت طايره والشر في عيونها وجلست تهاوش وحطتها فيني--بس الحمدلله --جت براءه---وكل يوم مشاكل وصراخ وهواش----فـ طفشت وقررت اترك الشغل-----يوم بدا الدوام بعد عيد الاضحى---كلمت المديره وقلت لها انا بترك الشغل-------فـ رفضت وقالت اذا كان علشان السودانيه---خلاص ما تكلمك ولا لها دخل فيك---وبحطك في مكتب بعيد عنها---فرجعت--بس مااكلمها و لاتكلمني----بس حتى الان شرها فيها---وانا وهي في نفس المكتب----بس صرت اقرا كل يوم اذكار الصباح والمساءودعاء لقاء العدو.,01-2009,
 .قريت كثير من قصص الظلم هنا ووجدت في اغلبها انهم هم اللي ضالمين انفسهم .. ويضعون انفسهم مواضع اهانة الاجنبي ظنا منهم ان التحمل يجلب نتيجه، وماهو الا يزيد الأمر سوء،  ولأنهم ما يعرفون نظام العمل والعمال وجاهلين فيه استطاع المدراء والمنافسين ان يستغلو جهلهم ..  ونصيحه لأي واحد تعرض او يتعرض للظلم إبداء تدريجيا في الشكوى لمديرك اذا مانفع المدير اللي فوقه اذا مانفع المدير العام اذا مانفع قدم شكوى لمكتب العمل .. وخل صوتك واصل وخل كل الموظفين يعرفون انك ماتسكت عن الغلط .. وطبعا اذا مانفعك النظام لكل واحد طريقته التي تحفظ له حقه .. ولكن بحكمة ...,01-2009,
 اقتباس:المشاركة الأصلية كتبت بواسطة moh_huيا أخوان هذا الموضوع صراحة ضايقني كثيييييير تعرفون ليش أقسم بالله إنو أنتو أهل الخير بس الموضوع في شوية تحيزانا أعمل بأكبر بنك بالوطن العربي وراتبي لا يتعدى 1500 ريال سعودي ومنصبي مدير علاقة إئتمانية لو في بنك سعودي بدك تحط كم صفر عشان يكون راتب ملائم للوظيفة.صدقا أكثر الناس اللي أعرفهم راحوا على السعودية وصارو سعييدن لأنو أحس إنه مصاريها مباركة وبعد كم سنة رجعوا مفصولين لأنو سياسة السعودة كذا تقول. طب ليش أليس السعودية بلد مسلم وكل المسلمين فيها متساوننعم المسلمين متساوون فيها ولكن هناك من يستغل مثل هالكلام السعودي اذا خرج لبلاد العرب وللاسف انهم هم من يواجهونه بالاسأه صدقني عن تجربه فهم في وطننا الغالي نعاملهم غير كذا  الاجانب مهما كان جنسيته الا من رحم الله  لا يريدون السعودي وانا اطالب بإخراجهم من السعوديه حتى يتسنى لنا فرصة التوظيف اما السعوده اخذت شي بسيط لحقنا ولم تاخذه بالكامل فلا تبرر موقف اصحابك البلاد سعوديه وانا سعودي والراس مرفوع اذا كنت بالاردن الحبيبه فيها نااس كرماء رجاااااااال تعاملت معهم واعزهم لكن الردي بكل مكان وانت مانت ردي   اشكرك على مشاركتك ولكن لا تتضايق من فعل جارك لانه عن واقع  تجربه الى الامام  ياشباب وعلى فكره كلامي مايزعل,01-2009,
 اقتباس:المشاركة الأصلية كتبت بواسطة بائعة الريحانهالموضوع جاء في وقته--------------انا بموت من القهر---------معاي وحده في المكتب(سودانيه)--حاطه حيلهافيني----لسانها طويل وانسانه مو محترمه ابداً----وكم مره اجيب اشياء وماعاد القاها --انا اشك انها هي الي تاخذها--مافيه غيرها----ومره لقت سندات برا المكتب--جت طايره والشر في عيونها وجلست تهاوش وحطتها فيني--بس الحمدلله --جت براءه---وكل يوم مشاكل وصراخ وهواش----فـ طفشت وقررت اترك الشغل-----يوم بدا الدوام بعد عيد الاضحى---كلمت المديره وقلت لها انا بترك الشغل-------فـ رفضت وقالت اذا كان علشان السودانيه---خلاص ما تكلمك ولا لها دخل فيك---وبحطك في مكتب بعيد عنها---فرجعت--بس مااكلمها و لاتكلمني----بس حتى الان شرها فيها---وانا وهي في نفس المكتب----بس صرت اقرا كل يوم اذكار الصباح والمساءودعاء لقاء العدو.حتى السودانيين شرهم كذا واظبي على اذكار الصباح والمساء على طووووووول ثانيا لا تفكري بترك الشغل  لانها هي تريد كذا انتي طفشيها اي صغيره وكبيره عند المدير وثبتي كاميره صغيره حت تكتشفي سوء افعالها  وبعدين دلعيها قولي لها يافحم يامولع ,01-2009,
 شكراااااااااااا على التعليق,01-2009,
